GRPCOL|HUM|TEMP|PWRA
5/2/2019 16:50|23|36.8|1431.6
5/2/2019 16:55|23|36.8|1470.4
5/2/2019 17:00|23|36.8|1476
5/2/2019 17:05|23|36.9|1448.2
5/2/2019 17:10|23|36.9|1454.6
5/2/2019 17:15|23|36.9|1645.6
5/2/2019 17:20|23|36.9|1608
5/2/2019 17:25|23|36.9|1647.6
5/2/2019 17:30|23|37|1660.4
5/2/2019 17:35|23|36.8|1686.2
5/2/2019 17:40|24|36.6|1586
5/2/2019 17:45|24|36.6|1431.2
5/2/2019 17:50|24|36.5|1429.8
5/2/2019 17:55|24|36.5|1608.4
5/2/2019 18:00|24|36.5|1733.4
5/2/2019 18:05|24|36.5|1662.8
5/2/2019 18:10|24|36.6|1642.6
5/2/2019 18:15|24|36.7|1597.2
5/2/2019 18:20|25|36.8|1611.6
5/2/2019 18:25|25|36.8|1548.4
5/2/2019 18:30|25|36.8|1409.2
5/2/2019 18:35|25|36.9|1437.8
5/2/2019 18:40|25|36.9|1416.6
5/2/2019 18:45|25|36.9|1527.2
5/2/2019 18:50|25|36.9|1656.8
5/2/2019 18:55|26|36.9|1606.2
5/2/2019 19:00|26|36.8|1595.6
5/2/2019 19:05|26|36.8|3420
5/2/2019 19:10|27|36.8|9951
5/2/2019 19:15|27|36.8|10182.8
5/2/2019 19:20|28|36.6|10248.2
5/2/2019 19:25|29|36.6|5595.6
5/2/2019 19:30|29|36.4|1021.8
5/2/2019 19:35|29|36.4|990.4
5/2/2019 19:40|29|36.5|636
5/2/2019 19:45|30|36.5|1078.8
5/2/2019 19:50|30|36.6|1779.2
5/2/2019 19:55|30|36.6|3009.4
5/2/2019 20:00|29|36.6|4231.2
5/2/2019 20:05|29|36.6|1792
5/2/2019 20:10|30|36.6|3961.6
5/2/2019 20:15|30|36.6|1606.4
5/2/2019 20:20|30|36.6|3654.6
5/2/2019 20:25|30|36.6|1596.6
5/2/2019 20:30|29|36.6|1590.6
5/2/2019 20:35|29|36.6|1606
5/2/2019 20:40|29|36.6|1607.8
5/2/2019 20:45|29|36.6|1604.2
5/2/2019 20:50|29|36.6|1591.6
5/2/2019 20:55|29|36.5|1586.2
5/2/2019 21:00|29|36.5|1582.2
5/2/2019 21:05|29|36.5|1582.8
5/2/2019 21:10|29|36.5|1577.2
5/2/2019 21:15|29|36.5|1573.2
5/2/2019 21:20|29|36.5|1573
5/2/2019 21:25|29|36.4|1572.4
5/2/2019 21:30|29|36.4|1571.8
5/2/2019 21:35|29|36.4|1563.6
5/2/2019 21:40|29|36.4|1552
5/2/2019 21:45|30|36.4|1550.4
5/2/2019 21:50|30|36.3|1552.6
5/2/2019 21:55|30|36.3|1540
5/2/2019 22:00|30|36.3|1506.4
5/2/2019 22:05|30|36.3|1508.8
5/2/2019 22:10|30|36.3|1520
5/2/2019 22:15|30|36.2|1543
5/2/2019 22:20|30|36.2|1558.4
5/2/2019 22:25|30|36.2|1600.4
5/2/2019 22:30|30|36.2|1537.4
5/2/2019 22:35|30|36.1|1491
5/2/2019 22:40|30|36.1|1461.2
5/2/2019 22:45|30|36.1|1457.8
5/2/2019 22:50|30|36|1464.2
5/2/2019 22:55|30|36|1383.8
5/2/2019 23:00|30|36|1377
5/2/2019 23:05|30|36|1566.6
5/2/2019 23:10|29|35.6|1666.2
5/2/2019 23:15|29|35|1660.8
5/2/2019 23:20|28|34.4|1602.6
5/2/2019 23:25|28|33.9|1621.4
5/2/2019 23:30|28|33.4|7277.6
5/2/2019 23:35|28|33.1|9046
5/2/2019 23:40|28|33.3|9318.8
5/2/2019 23:45|28|33|9340
5/2/2019 23:50|28|32.7|9403.8
5/2/2019 23:55|28|32.4|9445.6
5/3/2019 0:00|28|32.2|9393.4
5/3/2019 0:05|28|32|9371
5/3/2019 0:10|28|31.7|9266.4
5/3/2019 0:15|28|31.7|9313.2
5/3/2019 0:20|28|31.6|9349.6
5/3/2019 0:25|28|31.4|9312.4
5/3/2019 0:30|28|31.3|9405.2
5/3/2019 0:35|28|31.1|9426
5/3/2019 0:40|28|31|9381.4
5/3/2019 0:45|28|30.9|9359.6
5/3/2019 0:50|28|30.8|9298
5/3/2019 0:55|28|30.7|9438.6
5/3/2019 1:00|28|30.6|9451.4
5/3/2019 1:05|28|30.5|9299.8
5/3/2019 1:10|28|30.4|9412.8
5/3/2019 1:15|28|30.2|9482.8
5/3/2019 1:20|28|30.2|9451.6
5/3/2019 1:25|28|30.1|9513.6
5/3/2019 1:30|27|30|9545.4
5/3/2019 1:35|27|29.9|9498.2
5/3/2019 1:40|27|29.8|9271.8
5/3/2019 1:45|27|29.7|8585.2
5/3/2019 1:50|27|29.7|8504.2
5/3/2019 1:55|27|29.6|8558.8
5/3/2019 2:00|28|29.5|8507
5/3/2019 2:05|28|29.5|8542.6
5/3/2019 2:10|28|29.3|8543.4
5/3/2019 2:15|28|29.3|8544.2
5/3/2019 2:20|28|29.2|8601
5/3/2019 2:25|28|29.2|8614.6
5/3/2019 2:30|28|29.1|8556.8
5/3/2019 2:35|28|29|8600.6
5/3/2019 2:40|28|28.9|8581.4
5/3/2019 2:45|28|28.8|8595.6
5/3/2019 2:50|28|28.8|8601.4
5/3/2019 2:55|28|28.7|8607.8
5/3/2019 3:00|28|28.6|8536.4
5/3/2019 3:05|28|28.5|8517.4
5/3/2019 3:10|28|28.5|8564.8
5/3/2019 3:15|28|28.4|8563.2
5/3/2019 3:20|28|28.4|8563.8
5/3/2019 3:25|28|28.3|8543.4
5/3/2019 3:30|28|29|8567.8
5/3/2019 3:35|27|29.7|8605
5/3/2019 3:40|27|30.1|8138.6
5/3/2019 3:45|28|30.4|8072.4
5/3/2019 3:50|28|30.6|1331.4
5/3/2019 3:55|28|30.8|883
5/3/2019 4:00|28|30.9|781.8
5/3/2019 4:05|29|31|352.6
5/3/2019 4:10|29|31.1|1361.2
5/3/2019 4:15|29|31.1|1702.6
5/3/2019 4:20|30|31.2|1698.2
5/3/2019 4:25|30|31.2|1686.4
5/3/2019 4:30|30|31.3|1676.8
5/3/2019 4:35|31|31.3|1679
5/3/2019 4:40|31|31.4|1666
5/3/2019 4:45|31|31.4|1657
5/3/2019 4:50|32|31.4|1669.6
5/3/2019 4:55|32|31.5|1870.6
5/3/2019 5:00|32|31.5|1876
5/3/2019 5:05|32|31.5|1868
5/3/2019 5:10|32|31.6|1875
5/3/2019 5:15|32|31.6|1869.4
5/3/2019 5:20|33|31.6|1860.6
5/3/2019 5:25|33|31.7|1855.4
5/3/2019 5:30|33|31.7|1853.4
5/3/2019 5:35|33|31.7|1852.2
5/3/2019 5:40|33|31.7|1849.8
5/3/2019 5:45|33|31.7|1844.8
5/3/2019 5:50|33|31.7|1847
5/3/2019 5:55|33|31.7|1829.4
5/3/2019 6:00|33|31.7|1816.4
5/3/2019 6:05|33|31.7|1813.8
5/3/2019 6:10|33|31.7|1834.8
5/3/2019 6:15|33|31.7|1833.6
5/3/2019 6:20|33|31.7|1838.2
5/3/2019 6:25|33|31.7|1828.2
5/3/2019 6:30|33|31.7|1787.8
5/3/2019 6:35|33|31.7|1756.6
5/3/2019 6:40|33|31.7|1746
5/3/2019 6:45|33|31.7|1822.4
5/3/2019 6:50|32|31.7|1789.6
5/3/2019 6:55|32|31.7|1801.8
5/3/2019 7:00|32|31.7|1806.4
5/3/2019 7:05|32|31.7|1834.4
5/3/2019 7:10|32|31.7|1871.4
5/3/2019 7:15|32|31.7|1876.2
5/3/2019 7:20|32|31.7|1856.8
5/3/2019 7:25|32|31.7|1853
5/3/2019 7:30|32|31.7|3456
5/3/2019 7:35|32|31.7|4366.4
5/3/2019 7:40|32|31.7|3471.6
5/3/2019 7:45|33|31.7|1883.8
5/3/2019 7:50|33|31.7|1832
5/3/2019 7:55|33|31.7|1683.4
5/3/2019 8:00|33|31.7|1690
5/3/2019 8:05|33|31.7|1697.6
5/3/2019 8:10|34|31.7|1796
5/3/2019 8:15|34|31.7|1720.8
5/3/2019 8:20|33|31.7|1684.6
5/3/2019 8:25|33|31.7|1694.4
5/3/2019 8:30|33|31.7|1706.8
5/3/2019 8:35|33|31.7|1672.4
5/3/2019 8:40|33|31.7|1511.2
5/3/2019 8:45|33|31.7|1538.6
5/3/2019 8:50|33|31.7|1550.2
5/3/2019 8:55|33|31.7|1987
5/3/2019 9:00|33|31.7|2611.6
5/3/2019 9:05|33|31.7|2904.8
5/3/2019 9:10|33|31.8|2003
5/3/2019 9:15|33|31.8|2481.4
5/3/2019 9:20|32|31.9|1983.8
5/3/2019 9:25|33|31.9|2616.8
5/3/2019 9:30|33|32|2055.2
5/3/2019 9:35|34|32|1489.2
5/3/2019 9:40|34|32.1|1522.2
5/3/2019 9:45|34|32.1|1544.4
5/3/2019 9:50|34|32.2|1546.2
5/3/2019 9:55|34|32.2|1729.8
5/3/2019 10:00|34|32.3|1703.8
5/3/2019 10:05|33|32.3|1747.4
5/3/2019 10:10|33|32.4|1709.6
5/3/2019 10:15|34|32.4|1662.4
5/3/2019 10:20|33|32.5|1630.2
5/3/2019 10:25|33|32.5|1626.8
5/3/2019 10:30|33|32.6|1668.8
5/3/2019 10:35|33|32.6|1729.8
5/3/2019 10:40|33|32.7|1716.8
5/3/2019 10:45|33|32.8|1711.2
5/3/2019 10:50|33|32.8|1680.2
5/3/2019 10:55|33|32.9|1494
5/3/2019 11:00|33|33|1428.8
5/3/2019 11:05|33|33|1372.2
5/3/2019 11:10|33|33.1|1376.2
5/3/2019 11:15|32|33.2|1437
5/3/2019 11:20|32|33.2|1442.8
5/3/2019 11:25|32|33.3|1479.8
5/3/2019 11:30|32|33.4|1490.2
5/3/2019 11:35|32|33.5|1428.2
5/3/2019 11:40|32|33.5|1389
5/3/2019 11:45|32|33.6|1391.4
5/3/2019 11:50|32|33.7|1390.8
5/3/2019 11:55|32|33.7|1376.6
5/3/2019 12:00|33|33.7|1305.4
5/3/2019 12:05|33|33.8|831.6
5/3/2019 12:10|33|33.9|785.4
5/3/2019 12:15|33|34|1209.8
5/3/2019 12:20|32|34.1|2266.8
5/3/2019 12:25|32|34.2|651.8
5/3/2019 12:30|32|34.3|619.2
5/3/2019 12:35|32|34.4|1440.6
5/3/2019 12:40|32|34.5|1419.6
5/3/2019 12:45|31|34.5|1366.8
5/3/2019 12:50|31|34.6|1385.8
5/3/2019 12:55|31|34.7|1388.8
5/3/2019 13:00|31|34.8|1370.6
5/3/2019 13:05|30|34.9|1372.4
5/3/2019 13:10|30|35|1375.4
5/3/2019 13:15|30|35.1|1414.6
5/3/2019 13:20|29|35.2|1404.2
5/3/2019 13:25|29|35.3|1401.2
5/3/2019 13:30|28|35.3|1456.4
5/3/2019 13:35|28|35.4|1444.8
5/3/2019 13:40|28|35.5|1428.6
5/3/2019 13:45|28|35.6|1443.2
5/3/2019 13:50|28|35.7|1455.6
5/3/2019 13:55|28|35.8|1636.8
5/3/2019 14:00|27|35.9|1639.4
5/3/2019 14:05|27|35.9|1500.2
5/3/2019 14:10|27|36|1521.4
5/3/2019 14:15|27|36.1|1520.4
5/3/2019 14:20|27|36.2|1521.2
5/3/2019 14:25|27|36.3|1530.6
5/3/2019 14:30|28|36.4|1575.4
5/3/2019 14:35|28|36.4|1713.6
5/3/2019 14:40|28|36.5|1695.2
5/3/2019 14:45|28|36.6|1739.6
5/3/2019 14:50|28|36.6|1700.2
5/3/2019 14:55|28|36.7|1688.6
5/3/2019 15:00|28|36.8|1666.8
5/3/2019 15:05|28|36.8|1677.2
5/3/2019 15:10|28|36.9|1624.4
5/3/2019 15:15|28|37|1630.8
5/3/2019 15:20|27|37|1620.2
5/3/2019 15:25|27|37.1|1623.6
5/3/2019 15:30|27|37.2|1598
5/3/2019 15:35|27|37.3|1622.6
5/3/2019 15:40|27|37.3|1608.6
5/3/2019 15:45|27|37.3|1619.2
5/3/2019 15:50|27|37.3|1625
5/3/2019 15:55|27|37.3|1586.6
5/3/2019 16:00|27|37.3|1579.8
5/3/2019 16:05|27|37|1587.2
5/3/2019 16:10|27|36.9|1636.2
5/3/2019 16:15|27|36.9|1613.6
5/3/2019 16:20|27|36.9|1680.8
5/3/2019 16:25|27|36.9|1847.2
5/3/2019 16:30|27|36.9|2050
5/3/2019 16:35|27|37|2039
5/3/2019 16:40|27|37|2046.2
5/3/2019 16:45|27|37|2052.8
5/3/2019 16:50|27|37.1|2021.4
5/3/2019 16:55|27|37.1|1808.6
5/3/2019 17:00|27|37.1|1757.4
5/3/2019 17:05|27|37.2|1746
5/3/2019 17:10|27|37.2|1755.4
5/3/2019 17:15|27|37.2|1783.4
5/3/2019 17:20|27|37.2|1797.2
5/3/2019 17:25|28|37.3|1785.6
5/3/2019 17:30|28|37.4|1795.8
5/3/2019 17:35|28|37.5|1788
5/3/2019 17:40|28|37.6|1818.8
5/3/2019 17:45|28|37.7|1643
5/3/2019 17:50|28|37.7|1387.6
5/3/2019 17:55|27|37.7|1387
5/3/2019 18:00|27|37.7|1420.4
5/3/2019 18:05|27|37.7|1475.6
5/3/2019 18:10|27|37.7|1467.4
5/3/2019 18:15|27|37.7|1498
5/3/2019 18:20|27|37.7|1485.8
5/3/2019 18:25|27|37.7|1492
5/3/2019 18:30|26|37.7|1484.6
5/3/2019 18:35|26|37|1450.6
5/3/2019 18:40|26|36.4|1494.8
5/3/2019 18:45|26|36.2|1623.2
5/3/2019 18:50|25|36.6|1507.8
5/3/2019 18:55|25|36.9|7629.6
5/3/2019 19:00|25|37.1|8444.6
5/3/2019 19:05|25|37.2|7562.4
5/3/2019 19:10|25|37.3|1483.2
5/3/2019 19:15|25|37.2|1486.2
5/3/2019 19:20|25|37|1538.6
5/3/2019 19:25|25|37|1782
5/3/2019 19:30|26|37.1|1817
5/3/2019 19:35|26|36.9|1765.2
5/3/2019 19:40|27|37|1740.4
5/3/2019 19:45|27|37.1|2093.2
5/3/2019 19:50|27|37.2|1924.4
5/3/2019 19:55|27|37.2|1737.6
5/3/2019 20:00|27|37.2|1489.6
5/3/2019 20:05|27|37.2|1479
5/3/2019 20:10|27|37.2|1485.2
5/3/2019 20:15|27|37.2|1488.2
5/3/2019 20:20|27|37.2|1474.8
5/3/2019 20:25|27|37.2|949.2
5/3/2019 20:30|27|37.1|708.6
5/3/2019 20:35|28|37.1|708
5/3/2019 20:40|28|37.1|704.6
5/3/2019 20:45|28|37.1|533.8
5/3/2019 20:50|28|37.1|231.4
5/3/2019 20:55|28|37|1338.4
5/3/2019 21:00|28|37|1542.2
5/3/2019 21:05|28|37|1530.8
5/3/2019 21:10|30|37|1540.6
5/3/2019 21:15|29|36.7|1584.8
5/3/2019 21:20|29|36.7|1577
5/3/2019 21:25|30|36.8|1601.2
5/3/2019 21:30|30|36.8|1652.4
5/3/2019 21:35|29|36.8|1751.8
5/3/2019 21:40|29|36.8|1563.4
5/3/2019 21:45|29|36.8|1587.4
5/3/2019 21:50|30|36.7|1618
5/3/2019 21:55|29|36.7|1521
5/3/2019 22:00|29|36.7|1517.6
5/3/2019 22:05|29|36.7|1566.6
5/3/2019 22:10|29|36.7|1542.4
5/3/2019 22:15|29|36.6|1518.8
5/3/2019 22:20|29|36.6|1518.8
5/3/2019 22:25|29|36.6|1738.6
5/3/2019 22:30|29|36.6|1730.2
5/3/2019 22:35|29|36.5|1781.8
5/3/2019 22:40|29|36.5|1764.6
5/3/2019 22:45|29|36.5|1709
5/3/2019 22:50|29|36.5|1726.6
5/3/2019 22:55|29|36.4|1714
5/3/2019 23:00|29|35.7|1707.4
5/3/2019 23:05|28|35.2|1686.2
5/3/2019 23:10|28|34.7|1656.8
5/3/2019 23:15|28|34.2|2672.4
5/3/2019 23:20|28|33.8|8549
5/3/2019 23:25|28|33.5|8899.8
5/3/2019 23:30|27|33.2|9067
5/3/2019 23:35|27|32.9|9354.2
5/3/2019 23:40|27|32.7|9345.4
5/3/2019 23:45|27|32.5|9192.8
5/3/2019 23:50|27|32.3|9198.2
5/3/2019 23:55|27|32.1|9304.8
5/4/2019 0:00|27|32|9431.2
5/4/2019 0:05|27|31.7|9411.4
5/4/2019 0:10|27|31.7|9340.8
5/4/2019 0:15|26|31.7|9460.8
5/4/2019 0:20|26|31.5|9466.8
5/4/2019 0:25|26|31.4|9504.8
5/4/2019 0:30|26|31.2|9535.8
5/4/2019 0:35|26|31.1|9461.8
5/4/2019 0:40|26|31|9460.6
5/4/2019 0:45|26|30.8|9494.6
5/4/2019 0:50|26|30.8|9398.4
5/4/2019 0:55|26|30.7|9500.4
5/4/2019 1:00|26|30.6|9525.8
5/4/2019 1:05|26|30.5|9065.6
5/4/2019 1:10|26|30.4|8556.8
5/4/2019 1:15|26|30.4|8483.2
5/4/2019 1:20|26|30.3|8583.6
5/4/2019 1:25|26|30.2|8545.2
5/4/2019 1:30|26|30|8521.8
5/4/2019 1:35|26|29.9|8628.4
5/4/2019 1:40|26|29.8|8610.4
5/4/2019 1:45|26|29.7|8527
5/4/2019 1:50|26|29.6|8547.6
5/4/2019 1:55|26|29.6|8528
5/4/2019 2:00|27|29.7|8495.2
5/4/2019 2:05|27|30.6|8540.2
5/4/2019 2:10|27|31.1|8528.8
5/4/2019 2:15|27|31.5|8570.8
5/4/2019 2:20|28|31.7|6796.8
5/4/2019 2:25|28|31.7|1857.2
5/4/2019 2:30|28|32|1845.6
5/4/2019 2:35|28|32.1|1848.2
5/4/2019 2:40|28|32.1|1850.6
5/4/2019 2:45|29|32.2|1850.6
5/4/2019 2:50|29|32.3|1847.2
5/4/2019 2:55|29|32.3|1853.8
5/4/2019 3:00|29|32.4|1863
5/4/2019 3:05|30|32.4|1859
5/4/2019 3:10|30|32.5|1858.6
5/4/2019 3:15|30|32.5|1860.2
5/4/2019 3:20|30|32.5|1862.4
5/4/2019 3:25|30|32.5|1867
5/4/2019 3:30|31|32.6|1861
5/4/2019 3:35|31|32.6|1867.6
5/4/2019 3:40|31|32.6|1871.2
5/4/2019 3:45|31|32.6|1870.8
5/4/2019 3:50|31|32.6|1874.6
5/4/2019 3:55|32|32.6|1858.4
5/4/2019 4:00|32|32.6|1884.4
5/4/2019 4:05|32|32.6|1862
5/4/2019 4:10|32|32.6|1865.4
5/4/2019 4:15|33|32.7|1867.2
5/4/2019 4:20|33|32.7|1865.8
5/4/2019 4:25|33|32.7|1872.6
5/4/2019 4:30|34|32.7|1874
5/4/2019 4:35|34|32.7|1868.2
5/4/2019 4:40|34|32.7|1877.8
5/4/2019 4:45|34|32.7|1769.2
5/4/2019 4:50|34|32.7|1246.2
5/4/2019 4:55|35|32.7|1245.8
5/4/2019 5:00|35|32.7|1247.4
5/4/2019 5:05|35|32.7|1230.6
5/4/2019 5:10|35|32.7|720
5/4/2019 5:15|35|32.7|1414
5/4/2019 5:20|35|32.6|1909.8
5/4/2019 5:25|34|32|1899.2
5/4/2019 5:30|33|31.4|1892.8
5/4/2019 5:35|32|31|1886
5/4/2019 5:40|31|30.7|4246.2
5/4/2019 5:45|31|30.4|8131.4
5/4/2019 5:50|32|30.4|8288
5/4/2019 5:55|31|30.2|8297.8
5/4/2019 6:00|30|30|8279
5/4/2019 6:05|31|29.9|8306
5/4/2019 6:10|31|30.2|8294.8
5/4/2019 6:15|31|30.7|8227.2
5/4/2019 6:20|32|31|8293.4
5/4/2019 6:25|32|31.2|8365
5/4/2019 6:30|33|31.4|4524.2
5/4/2019 6:35|34|31.5|1830.2
5/4/2019 6:40|34|31.5|1826.2
5/4/2019 6:45|34|31.6|1829.4
5/4/2019 6:50|34|31.6|1834.8
5/4/2019 6:55|34|31.6|1864.4
5/4/2019 7:00|34|31.6|1892.8
5/4/2019 7:05|34|31.7|1788.4
5/4/2019 7:10|35|31.7|1692.6
5/4/2019 7:15|35|31.7|1717.4
5/4/2019 7:20|35|31.7|1712.2
5/4/2019 7:25|35|31.7|1687.6
5/4/2019 7:30|35|31.7|1680.2
5/4/2019 7:35|35|31.7|1662.6
5/4/2019 7:40|35|31.7|1674.6
5/4/2019 7:45|35|31.7|1715
5/4/2019 7:50|35|31.7|1694.8
5/4/2019 7:55|35|31.7|1750.2
5/4/2019 8:00|36|31.7|3999
5/4/2019 8:05|36|31.7|4185.6
5/4/2019 8:10|36|31.7|1671.6
5/4/2019 8:15|36|31.7|1736.8
5/4/2019 8:20|36|31.7|1740.2
5/4/2019 8:25|36|31.7|3337.4
5/4/2019 8:30|36|31.7|4250.2
5/4/2019 8:35|36|31.7|4785.4
5/4/2019 8:40|37|31.7|1882.8
5/4/2019 8:45|37|31.8|2580
5/4/2019 8:50|37|31.8|2666.6
5/4/2019 8:55|37|31.9|2396.6
5/4/2019 9:00|37|31.9|2177.8
5/4/2019 9:05|37|32|2574.8
5/4/2019 9:10|37|32|2041
5/4/2019 9:15|37|32|2653.8
5/4/2019 9:20|38|32|2154.6
5/4/2019 9:25|38|32.1|1680.6
5/4/2019 9:30|39|32.1|1644.6
5/4/2019 9:35|39|32.1|1825.2
5/4/2019 9:40|39|32.2|2563
5/4/2019 9:45|39|32.2|2264.2
5/4/2019 9:50|38|32.3|2493.8
5/4/2019 9:55|38|32.3|2559.8
5/4/2019 10:00|38|32.3|1744.8
5/4/2019 10:05|37|32.4|1555.6
5/4/2019 10:10|37|32.4|1695.4
5/4/2019 10:15|37|32.5|1664.6
5/4/2019 10:20|37|32.6|1464.6
5/4/2019 10:25|36|32.6|1454
5/4/2019 10:30|36|32.6|1432
5/4/2019 10:35|36|32.7|1501.4
5/4/2019 10:40|36|32.8|1502.6
5/4/2019 10:45|36|32.8|1497.6
5/4/2019 10:50|35|32.9|1506.4
5/4/2019 10:55|35|32.9|1506.8
5/4/2019 11:00|35|33|1510
5/4/2019 11:05|35|33.1|1504
5/4/2019 11:10|34|33.2|1503.4
5/4/2019 11:15|34|33.2|1494.2
5/4/2019 11:20|34|33.3|1498
5/4/2019 11:25|34|33.4|1498.6
5/4/2019 11:30|34|33.4|1505.8
5/4/2019 11:35|33|33.6|1501.8
5/4/2019 11:40|33|33.6|1507.4
5/4/2019 11:45|33|33.7|1488.6
5/4/2019 11:50|33|33.8|1484
5/4/2019 11:55|32|33.8|1486
5/4/2019 12:00|32|33.9|1471.8
5/4/2019 12:05|32|34|1485
5/4/2019 12:10|32|34.1|1492.4
5/4/2019 12:15|32|34.2|1491.8
5/4/2019 12:20|32|34.3|1496.4
5/4/2019 12:25|31|34.4|1501.6
5/4/2019 12:30|31|34.5|1494.2
5/4/2019 12:35|31|34.5|1478.6
5/4/2019 12:40|31|34.6|1487.8
5/4/2019 12:45|31|34.7|1493.6
5/4/2019 12:50|31|34.8|1500.4
5/4/2019 12:55|31|34.9|1490.4
5/4/2019 13:00|30|35|1504
